"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt0089643,movie,Murphy's Romance,Murphy's Romance,0,1985,,107
tt0089652,movie,My Science Project,My Science Project,0,1985,,94
tt0089656,movie,Men...,Männer,0,1985,,99
tt0089670,movie,National Lampoon's European Vacation,National Lampoon's European Vacation,0,1985,,95
tt0089679,movie,The New Kids,The New Kids,0,1985,,89
tt0089686,movie,A Nightmare on Elm Street 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,0,1985,,87
tt0089689,movie,Nine Deaths of the Ninja,Nine Deaths of the Ninja,0,1985,,94
tt0089695,movie,"No Retreat, No Surrender",No Retreat No Surrender,0,1985,,85
tt0089714,movie,"O-Bi, O-Ba: The End of Civilization","O-bi, O-ba - Koniec cywilizacji",0,1985,,88
tt0089715,movie,O.C. and Stiggs,O.C. and Stiggs,0,1985,,109
tt0089716,movie,Colonel Redl,Oberst Redl,0,1985,,144
tt0089730,movie,Once Bitten,Once Bitten,0,1985,,94
tt0089731,movie,One Magic Christmas,One Magic Christmas,0,1985,,89
tt0089740,movie,Orion's Belt,Orions belte,0,1985,,87
tt0089746,movie,The Funeral,Osôshiki,0,1984,,124
tt0089748,movie,When Father Was Away on Business,Otac na sluzbenom putu,0,1985,,136
tt0089753,movie,Otto - Der Film,Otto - Der Film,0,1985,,85
tt0089755,movie,Out of Africa,Out of Africa,0,1985,,161
tt0089767,movie,Pale Rider,Pale Rider,0,1985,,115
tt0089776,movie,Parole de flic,Parole de flic,0,1985,,98
tt0089789,movie,The Peanut Butter Solution,The Peanut Butter Solution,0,1985,,93
tt0089791,movie,Pee-wee's Big Adventure,Pee-wee's Big Adventure,0,1985,,91
tt0089798,movie,Perfect,Perfect,0,1985,,115
tt0089800,movie,The Feather Fairy,Perinbaba,0,1985,,90
tt0089816,movie,Plenty,Plenty,0,1985,,121
tt0089821,movie,Police,Police,0,1985,,113
tt0089822,movie,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,0,1985,,87
tt0089826,movie,Porky's Revenge,Porky's Revenge,0,1985,,92
tt0089832,movie,Cop Au Vin,Poulet au vinaigre,0,1985,,110
tt0089835,movie,Pray for Death,Pray for Death,0,1985,,92
tt0089838,movie,A Private Function,A Private Function,0,1984,,92
tt0089839,movie,Private Resort,Private Resort,0,1985,,82
tt0089841,movie,Prizzi's Honor,Prizzi's Honor,0,1985,,130
tt0089847,movie,The Protector,The Protector,0,1985,,91
tt0089851,movie,Pulgasari,Pulgasari,0,1985,,95
tt0089853,movie,The Purple Rose of Cairo,The Purple Rose of Cairo,0,1985,,82
tt0089860,movie,Death in a French Garden,Péril en la demeure,0,1985,,101
tt0089866,movie,Taipei Story,Qing mei zhu ma,0,1985,,119
tt0089869,movie,The Quiet Earth,The Quiet Earth,0,1985,,91
tt0089877,movie,Rainbow Brite and the Star Stealer,Rainbow Brite and the Star Stealer,0,1985,,85
tt0089880,movie,Rambo: First Blood Part II,Rambo: First Blood Part II,0,1985,,96
tt0089881,movie,Ran,Ran,0,1985,,162
tt0089885,movie,Re-Animator,Re-Animator,0,1985,,84
tt0089886,movie,Real Genius,Real Genius,0,1985,,108
tt0089893,movie,Red Sonja,Red Sonja,0,1985,,89
tt0089901,movie,Remo Williams: The Adventure Begins,Remo Williams: The Adventure Begins,0,1985,,121
tt0089902,movie,Rendez-vous,Rendez-vous,0,1985,,82
tt0089904,movie,Restless Natives,Restless Natives,0,1985,,89
tt0089907,movie,The Return of the Living Dead,The Return of the Living Dead,0,1985,,91
tt0089908,movie,Return to Oz,Return to Oz,0,1985,,113
tt0089913,movie,Revolution,Revolution,0,1985,,126
tt0089918,movie,Richard Pryor: Live and Smokin',Richard Pryor: Live and Smokin',0,1971,,48
tt0089927,movie,Rocky IV,Rocky IV,0,1985,,91
tt0089941,movie,Runaway Train,Runaway Train,0,1985,,111
tt0089945,movie,Rustlers' Rhapsody,Rustlers' Rhapsody,0,1985,,88
tt0089957,movie,Samaya obayatelnaya i privlekatelnaya,Samaya obayatelnaya i privlekatelnaya,0,1985,,81
tt0089960,movie,Vagabond,Sans toit ni loi,0,1985,,105
tt0089961,movie,Santa Claus: The Movie,Santa Claus: The Movie,0,1985,,107
tt0089974,movie,School Spirit,School Spirit,0,1985,,90
tt0089981,movie,Secret Admirer,Secret Admirer,0,1985,,90
tt0089984,movie,He-Man and She-Ra: The Secret of the Sword,The Secret of the Sword,0,1985,,100
tt0089994,movie,Follow That Bird,Follow That Bird,0,1985,,88
tt0089997,movie,Seven Minutes in Heaven,Seven Minutes in Heaven,0,1986,,88
tt0090009,movie,She,She,0,1984,,106
tt0090015,movie,Shoah,Shoah,0,1985,,566
tt0090021,movie,Silver Bullet,Silver Bullet,0,1985,,95
tt0090022,movie,Silverado,Silverado,0,1985,,133
tt0090036,movie,The Slugger's Wife,The Slugger's Wife,0,1985,,105
tt0090037,movie,Smooth Talk,Smooth Talk,0,1985,,92
tt0090056,movie,Spies Like Us,Spies Like Us,0,1985,,102
tt0090057,movie,Spookies,Spookies,0,1986,,85
tt0090060,movie,St. Elmo's Fire,St. Elmo's Fire,0,1985,,110
tt0090065,movie,Starchaser: The Legend of Orin,Starchaser: The Legend of Orin,0,1985,,100
tt0090073,movie,Stick,Stick,0,1985,,109
tt0090094,movie,The Stuff,The Stuff,0,1985,,87
tt0090095,movie,Subway,Subway,0,1985,,104
tt0090098,movie,Summer Rental,Summer Rental,0,1985,,87
tt0090101,movie,Super Fantozzi,Super Fantozzi,0,1986,,92
tt0090103,movie,The Sure Thing,The Sure Thing,0,1985,,100
tt0090110,movie,Sweet Dreams,Sweet Dreams,0,1985,,115
tt0090115,movie,Snowroller - Sällskapsresan II,Snowroller - Sällskapsresan II,0,1985,,91
tt0090130,movie,Target,Target,0,1985,,117
tt0090142,movie,Teen Wolf,Teen Wolf,0,1985,,91
tt0090151,movie,That Was Then... This Is Now,That Was Then... This Is Now,0,1985,,102
tt0090152,movie,That's Dancing!,That's Dancing!,0,1985,,105
tt0090180,movie,To Live and Die in L.A.,To Live and Die in L.A.,0,1985,,116
tt0090182,movie,Tokyo-Ga,Tokyo-Ga,0,1985,,92
tt0090184,movie,Tomboy,Tomboy,0,1985,,91
tt0090185,movie,"A Time to Live, a Time to Die",Tóngnián wangshì,0,1985,,138
tt0090190,movie,The Toxic Avenger,The Toxic Avenger,0,1984,,82
tt0090192,movie,Trancers,Trancers,0,1984,,76
tt0090196,movie,Transylvania 6-5000,Transylvania 6-5000,0,1985,,93
tt0090197,movie,In a Glass Cage,Tras el cristal,0,1986,,110
tt0090203,movie,The Trip to Bountiful,The Trip to Bountiful,0,1985,,108
tt0090206,movie,Three Men and a Cradle,3 hommes et un couffin,0,1985,,106
tt0090209,movie,Trouble in Mind,Trouble in Mind,0,1985,,111
tt0090213,movie,Tuff Turf,Tuff Turf,0,1985,,112
tt0090215,movie,The Unknown Soldier,Tuntematon sotilas,0,1985,,197
tt0090217,movie,Turk 182,Turk 182,0,1985,,102
tt0090223,movie,Twice in a Lifetime,Twice in a Lifetime,0,1985,,111
tt0090233,movie,Underworld,Underworld,0,1985,,88
tt0090245,movie,Uuno Epsanjassa,Uuno Epsanjassa,0,1985,,99
tt0090246,movie,"Vabank II, czyli riposta","Vabank II, czyli riposta",0,1985,,97
tt0090248,movie,Vampire Hunter D,Kyûketsuki hantâ D,0,1985,,80
tt0090249,movie,Vampires in Havana,¡Vampiros en La Habana!,0,1985,,69
tt0090250,movie,The Heifer,La vaquilla,0,1985,,122
tt0090257,movie,My Sweet Little Village,Vesnicko má stredisková,0,1985,,98
tt0090259,movie,Voyage to Nowhere,El viaje a ninguna parte,0,1986,,134
tt0090264,movie,A View to a Kill,A View to a Kill,0,1985,,131
tt0090270,movie,Vision Quest,Vision Quest,0,1985,,107
tt0090274,movie,Volunteers,Volunteers,0,1985,,107
tt0090275,movie,Voro-Nova,Voro-Nova,0,1984,,86
tt0090293,movie,Warning Sign,Warning Sign,0,1985,,99
tt0090297,movie,Water,Water,0,1985,,115
tt0090305,movie,Weird Science,Weird Science,0,1985,,94
tt0090310,movie,Wetherby,Wetherby,0,1985,,102
tt0090315,movie,When the Wind Blows,When the Wind Blows,0,1986,,84
tt0090319,movie,White Nights,White Nights,0,1985,,136
tt0090322,movie,The Wild Beasts,Wild beasts - Belve feroci,0,1984,,87
tt0090323,movie,Wild Geese II,Wild Geese II,0,1985,,125
tt0090327,movie,Witchboard,Witchboard,0,1986,,98
tt0090329,movie,Witness,Witness,0,1985,,112
tt0090333,movie,Wizards of the Lost Kingdom,Wizards of the Lost Kingdom,0,1985,,72
tt0090334,movie,Wizards of the Lost Kingdom II,Wizards of the Lost Kingdom II,0,1989,,80
tt0090342,movie,Twinkle Twinkle Lucky Stars,Xia ri fu xing,0,1985,,105
tt0090350,movie,Year of the Dragon,Year of the Dragon,0,1985,,134
tt0090356,movie,Young Lady Chatterley II,Young Lady Chatterley II,0,1985,,86
tt0090357,movie,Young Sherlock Holmes,Young Sherlock Holmes,0,1985,,109
tt0090366,movie,A Zed & Two Noughts,A Zed & Two Noughts,0,1985,,115
tt0090368,movie,A Cruel Romance,Zhestokiy romans,0,1984,,142
tt0090555,movie,Crocodile Dundee,Crocodile Dundee,0,1986,,97
tt0090556,movie,"'night, Mother","'night, Mother",0,1986,,96
tt0090557,movie,'Round Midnight,Round Midnight,0,1986,,133
tt0090563,movie,Betty Blue,37°2 le matin,0,1986,,185
tt0090565,movie,Four Adventures of Reinette and Mirabelle,4 aventures de Reinette et Mirabelle,0,1987,,99
tt0090567,movie,52 Pick-Up,52 Pick-Up,0,1986,,110
tt0090568,movie,8 Million Ways to Die,8 Million Ways to Die,0,1986,,115
tt0090570,movie,84 Charing Cross Road,84 Charing Cross Road,0,1987,,100
tt0090575,movie,Aakhree Raasta,Aakhree Raasta,0,1986,,164
tt0090576,movie,The Assault,De aanslag,0,1986,,141
tt0090579,movie,Voyeur,Abel,0,1986,,100
tt0090583,movie,About Last Night,About Last Night...,0,1986,,113
tt0090585,movie,Absolute Beginners,Absolute Beginners,0,1986,,108
tt0090601,movie,Aladdin,Superfantagenio,0,1986,,96
tt0090605,movie,Aliens,Aliens,0,1986,,137
tt0090610,movie,The Children of Noisy Village,Alla vi barn i Bullerbyn,0,1986,,87
tt0090630,movie,America 3000,America 3000,0,1986,,92
tt0090631,movie,American Anthem,American Anthem,0,1986,,102
tt0090633,movie,An American Tail,An American Tail,0,1986,,80
tt0090644,movie,Anguish,Angustia,0,1987,,86
tt0090655,movie,April Fool's Day,April Fool's Day,0,1986,,89
tt0090660,movie,Armed and Dangerous,Armed and Dangerous,0,1986,,88
tt0090665,movie,Halfaouine: Boy of the Terraces,Asfour Stah,0,1990,,98
tt0090667,movie,Asterix in Britain,Astérix chez les Bretons,0,1986,,79
tt0090670,movie,At Close Range,At Close Range,0,1986,,111
tt0090678,movie,Avenging Force,Avenging Force,0,1986,,104
tt0090679,movie,Year of Enlightment,El año de las luces,0,1986,,105
tt0090685,movie,Back to School,Back to School,0,1986,,96
tt0090693,movie,Band of the Hand,Band of the Hand,0,1986,,109
tt0090713,movie,The Best of Times,The Best of Times,0,1986,,104
tt0090727,movie,Big Trouble,Big Trouble,0,1986,,93
tt0090728,movie,Big Trouble in Little China,Big Trouble in Little China,0,1986,,99
tt0090729,movie,Biggles: Adventures in Time,Biggles,0,1986,,108
tt0090735,movie,Black Moon Rising,Black Moon Rising,0,1986,,100
tt0090738,movie,Black Widow,Black Widow,0,1987,,102
tt0090750,movie,Blood Hook,Blood Hook,0,1986,,92
tt0090753,movie,Blue City,Blue City,0,1986,,83
tt0090756,movie,Blue Velvet,Blue Velvet,0,1986,,120
tt0090768,movie,The Boy Who Could Fly,The Boy Who Could Fly,0,1986,,114
tt0090769,movie,The Boy in Blue,The Boy in Blue,0,1986,,100
tt0090770,movie,The Boys Next Door,The Boys Next Door,0,1985,,91
tt0090771,movie,Breeders,Breeders,0,1986,,77
tt0090774,movie,Brighton Beach Memoirs,Brighton Beach Memoirs,0,1986,,108
tt0090788,movie,Body Count,Camping del terrore,0,1986,,90
tt0090798,movie,Caravaggio,Caravaggio,0,1986,,93
tt0090799,movie,Care Bears Movie II: A New Generation,Care Bears Movie II: A New Generation,0,1986,,76
tt0090812,movie,Chameli Ki Shaadi,Chameli Ki Shaadi,0,1986,,136
tt0090830,movie,Children of a Lesser God,Children of a Lesser God,0,1986,,119
tt0090837,movie,Chopping Mall,Chopping Mall,0,1986,,77
tt0090848,movie,The Clan of the Cave Bear,The Clan of the Cave Bear,0,1986,,98
tt0090849,movie,Class of Nuke 'Em High,Class of Nuke 'Em High,0,1986,,85
tt0090852,movie,Clockwise,Clockwise,0,1986,,96
tt0090856,movie,Club Paradise,Club Paradise,0,1986,,96
tt0090859,movie,Cobra,Cobra,0,1986,,87
tt0090863,movie,The Color of Money,The Color of Money,0,1986,,119
tt0090866,movie,Combat Shock,Combat Shock,0,1984,,91
tt0090881,movie,Crawlspace,Crawlspace,0,1986,,80
tt0090886,movie,Crimes of the Heart,Crimes of the Heart,0,1986,,105
tt0090887,movie,Critters,Critters,0,1986,,86
tt0090888,movie,Crossroads,Crossroads,0,1986,,99
tt0090903,movie,The Devil's Honey,Il miele del diavolo,0,1986,,83
tt0090904,movie,Dangerously Close,Dangerously Close,0,1986,,95
tt0090907,movie,The Horse Thief,Dao ma zei,0,1986,,88
tt0090915,movie,Dead End Drive-In,Dead End Drive-In,0,1986,,88
tt0090917,movie,Deadly Friend,Deadly Friend,0,1986,,91
tt0090927,movie,The Delta Force,The Delta Force,0,1986,,125
tt0090930,movie,Demons 2,Dèmoni 2... l'incubo ritorna,0,1986,,92
tt0090934,movie,Desert Bloom,Desert Bloom,0,1986,,105
tt0090944,movie,Devil in the Flesh,Diavolo in corpo,0,1986,,114
tt0090948,movie,The Dirt Bike Kid,The Dirt Bike Kid,0,1985,,90
tt0090952,movie,Peking Opera Blues,Do ma daan,0,1986,,104
tt0090956,movie,Eastern Condors,Dung fong tuk ying,0,1987,,98
tt0090966,movie,Down and Out in Beverly Hills,Down and Out in Beverly Hills,0,1986,,103
tt0090967,movie,Down by Law,Down by Law,0,1986,,107
tt0090982,movie,The Wall,Duvar,0,1983,,117
tt0090985,movie,The Decline of the American Empire,Le déclin de l'empire américain,0,1986,,101
tt0091003,movie,Eliminators,Eliminators,0,1986,,96
tt0091019,movie,Every Time We Say Goodbye,Every Time We Say Goodbye,0,1986,,95
tt0091024,movie,Extremities,Extremities,0,1986,,89
tt0091027,movie,Eye of the Tiger,Eye of the Tiger,0,1986,,92
tt0091042,movie,Ferris Bueller's Day Off,Ferris Bueller's Day Off,0,1986,,103
tt0091051,movie,A Fine Mess,A Fine Mess,0,1986,,90
tt0091053,movie,Fire with Fire,Fire with Fire,0,1986,,103
tt0091055,movie,Firewalker,Firewalker,0,1986,,105
tt0091059,movie,Flight of the Navigator,Flight of the Navigator,0,1986,,90
tt0091060,movie,Flodder,Flodder,0,1986,,111
tt0091064,movie,The Fly,The Fly,0,1986,,96
tt0091069,movie,Fortress,Fortress,0,1985,,85
tt0091080,movie,Friday the 13th Part VI: Jason Lives,Friday the 13th Part VI: Jason Lives,0,1986,,86
tt0091083,movie,From Beyond,From Beyond,0,1986,,85
tt0091091,movie,Millionaires' Express,Foo gwai lip che,0,1986,,108
tt0091093,movie,The Fugitives,Les fugitifs,0,1986,,95
tt0091113,movie,Ginger & Fred,Ginger e Fred,0,1986,,125
tt0091129,movie,The Golden Child,The Golden Child,0,1986,,94
tt0091142,movie,Gothic,Gothic,0,1986,,87
tt0091148,movie,Grandi magazzini,Grandi magazzini,0,1986,,110
tt0091149,movie,The Great Mouse Detective,The Great Mouse Detective,0,1986,,74
tt0091159,movie,Gung Ho,Gung Ho,0,1986,,112
tt0091164,movie,Half Moon Street,Half Moon Street,0,1986,,90
tt0091165,movie,Hamburger: The Motion Picture,Hamburger: The Motion Picture,0,1986,,90
tt0091166,movie,Hands of Steel,Vendetta dal futuro,0,1986,,94
tt0091167,movie,Hannah and Her Sisters,Hannah and Her Sisters,0,1986,,107
tt0091173,movie,Hardbodies 2,Hardbodies 2,0,1986,,88
tt0091178,movie,Haunted Honeymoon,Haunted Honeymoon,0,1986,,82
tt0091183,movie,Head Office,Head Office,0,1985,,90
tt0091187,movie,Heartbreak Ridge,Heartbreak Ridge,0,1986,,130
tt0091188,movie,Heartburn,Heartburn,0,1986,,108
tt0091203,movie,Highlander,Highlander,0,1986,,116
tt0091209,movie,The Hitcher,The Hitcher,0,1986,,97
tt0091214,movie,Man Facing Southeast,Hombre mirando al sudeste,0,1986,,105
tt0091217,movie,Hoosiers,Hoosiers,0,1986,,114
tt0091223,movie,House,House,0,1985,,93
tt0091225,movie,Howard the Duck,Howard the Duck,0,1986,,110
tt0091229,movie,Royal Warriors,Wong ga jin si,0,1986,,96
tt0091251,movie,Come and See,Idi i smotri,0,1985,,142
tt0091256,movie,Permission,Ijaazat,0,1987,,137
tt0091270,movie,Inspector Lavardin,Inspecteur Lavardin,0,1986,,100
tt0091276,movie,Invaders from Mars,Invaders from Mars,0,1986,,100
tt0091278,movie,Iron Eagle,Iron Eagle,0,1986,,117
tt0091288,movie,Jean de Florette,Jean de Florette,0,1986,,120
tt0091295,movie,"Jo Jo Dancer, Your Life Is Calling","Jo Jo Dancer, Your Life Is Calling",0,1986,,97
tt0091306,movie,Jumpin' Jack Flash,Jumpin' Jack Flash,0,1986,,105
tt0091313,movie,Born American,Born American,0,1986,,97
tt0091314,movie,The Return of the Jonsson League,Jönssonligan dyker upp igen,0,1986,,88
tt0091326,movie,The Karate Kid Part II,The Karate Kid Part II,0,1986,,113
tt0091328,movie,Karma,Karma,0,1986,,193
tt0091338,movie,Killer Party,Killer Party,0,1986,,91
tt0091339,movie,Killer Workout,Killer Workout,0,1987,,85
tt0091341,movie,Kin-dza-dza!,Kin-dza-dza!,0,1986,,135
tt0091343,movie,The Kindred,The Kindred,0,1987,,93
tt0091344,movie,King Kong Lives,King Kong Lives,0,1986,,105
tt0091355,movie,The Terrorizers,Kong bu fen zi,0,1986,,109
tt0091364,movie,Courier,Kuryer,0,1986,,88
tt0091369,movie,Labyrinth,Labyrinth,0,1986,,101
tt0091374,movie,Lady Jane,Lady Jane,0,1986,,136
tt0091396,movie,Legal Eagles,Legal Eagles,0,1986,,116
tt0091398,movie,The Beauty of Vice,Lepota poroka,0,1986,,105
tt0091400,movie,Let's Get Harry,Let's Get Harry,0,1986,,102
tt0091406,movie,Dust in the Wind,Liàn liàn fengchén,0,1986,,109
tt0091415,movie,Link,Link,0,1986,,103
tt0091419,movie,Little Shop of Horrors,Little Shop of Horrors,0,1986,,94
tt0091427,movie,Heart of Dragon,Long de xin,0,1985,,98
tt0091428,movie,Legacy of Rage,Long zai jiang hu,0,1986,,90
tt0091431,movie,Armour of God,Lung hing foo dai,0,1986,,88
tt0091445,movie,Lucas,Lucas,0,1986,,100
tt0091464,movie,Malcolm,Malcolm,0,1986,,85
tt0091466,movie,Mama is boos!,Mama is boos!,0,1986,,110
tt0091472,movie,The Manhattan Project,The Manhattan Project,0,1986,,117
tt0091474,movie,Manhunter,Manhunter,0,1986,,120
tt0091480,movie,Manon of the Spring,Manon des sources,0,1986,,113
tt0091495,movie,Matador,Matador,0,1986,,110
tt0091497,movie,Bad Blood,Mauvais sang,0,1986,,116
tt0091498,movie,Max My Love,Max mon amour,0,1986,,92
tt0091499,movie,Maximum Overdrive,Maximum Overdrive,0,1986,,98
tt0091506,movie,The Beekeeper,O melissokomos,0,1986,,122
tt0091507,movie,Mélo,Mélo,0,1986,,112
tt0091530,movie,The Mission,The Mission,0,1986,,125
tt0091534,movie,Modern Girls,Modern Girls,0,1986,,84
tt0091537,movie,Momo,Momo,0,1986,,101
tt0091538,movie,Mona Lisa,Mona Lisa,0,1986,,104
tt0091541,movie,The Money Pit,The Money Pit,0,1986,,91
tt0091544,movie,Monster in the Closet,Monster in the Closet,0,1987,,90
tt0091554,movie,The Morning After,The Morning After,0,1986,,103
tt0091555,movie,Morrhår & ärtor,Morrhår & ärtor,0,1986,,101
tt0091557,movie,The Mosquito Coast,The Mosquito Coast,0,1986,,117
tt0091559,movie,Mouna Ragam,Mouna Ragam,0,1986,,146
tt0091560,movie,Mountaintop Motel Massacre,Mountaintop Motel Massacre,0,1983,,95
tt0091575,movie,Murphy's Law,Murphy's Law,0,1986,,100
tt0091578,movie,My Beautiful Laundrette,My Beautiful Laundrette,0,1985,,97
tt0091579,movie,My Chauffeur,My Chauffeur,0,1986,,97
tt0091584,movie,My Little Pony: The Movie,My Little Pony: The Movie,0,1986,,86
tt0091598,movie,Naam,Naam,0,1986,,177
tt0091605,movie,The Name of the Rose,Der Name der Rose,0,1986,,130
tt0091607,movie,Martial Arts of Shaolin,Nan bei Shao Lin,0,1986,,94
tt0091621,movie,Never Too Young to Die,Never Too Young to Die,0,1986,,97
tt0091630,movie,Night of the Creeps,Night of the Creeps,0,1986,,88
tt0091635,movie,9½ Weeks,Nine 1/2 Weeks,0,1986,,117
tt0091637,movie,No Mercy,No Mercy,0,1986,,106
tt0091647,movie,Nomads,Nomads,0,1986,,91
tt0091651,movie,Vampire in Venice,Nosferatu a Venezia,0,1988,,97
tt0091653,movie,Nothing in Common,Nothing in Common,0,1986,,118
tt0091658,movie,Nutcracker,Nutcracker,0,1986,,89
tt0091670,movie,The Sacrifice,Offret,0,1986,,149
tt0091671,movie,From a Whisper to a Scream,The Offspring,0,1987,,99
tt0091680,movie,One Crazy Summer,One Crazy Summer,0,1986,,93
tt0091706,movie,Out of Bounds,Out of Bounds,0,1986,,93
tt0091707,movie,The Outing,The Outing,0,1987,,87
tt0091725,movie,Parting Glances,Parting Glances,0,1986,,90
tt0091738,movie,Peggy Sue Got Married,Peggy Sue Got Married,0,1986,,103
tt0091757,movie,Pirates,Pirates,0,1986,,121
tt0091759,movie,Dead Man's Letters,Pisma myortvogo cheloveka,0,1986,,87
tt0091763,movie,Platoon,Platoon,0,1986,,120
tt0091777,movie,Police Academy 3: Back in Training,Police Academy 3: Back in Training,0,1986,,83
tt0091778,movie,Poltergeist II: The Other Side,Poltergeist II: The Other Side,0,1986,,91
tt0091786,movie,Power,Power,0,1986,,111
tt0091790,movie,Pretty in Pink,Pretty in Pink,0,1986,,97
tt0091794,movie,Project A-Ko,Purojekuto A-ko,0,1986,,86
tt0091799,movie,Psycho III,Psycho III,0,1986,,93
tt0091810,movie,The Quest,Frog Dreaming,0,1986,,93
tt0091814,movie,Quicksilver,Quicksilver,0,1986,,105
tt0091817,movie,Rad,Rad,0,1986,,91
tt0091818,movie,Radioactive Dreams,Radioactive Dreams,0,1985,,98
tt0091823,movie,Tree Without Leaves,Rakuyôju,0,1986,,105
tt0091828,movie,Raw Deal,Raw Deal,0,1986,,106
tt0091829,movie,Rawhead Rex,Rawhead Rex,0,1986,,89
tt0091830,movie,Summer,Le rayon vert,0,1986,,99
tt0091836,movie,Reform School Girls,Reform School Girls,0,1986,,94
tt0091837,movie,Regalo di Natale,Regalo di Natale,0,1986,,101
tt0091859,movie,"Rita, Sue and Bob Too","Rita, Sue and Bob Too",0,1987,,93
tt0091860,movie,River's Edge,River's Edge,0,1986,,99
tt0091867,movie,A Room with a View,A Room with a View,0,1985,,117
tt0091869,movie,Rosa Luxemburg,Rosa Luxemburg,0,1986,,120
tt0091875,movie,Running Scared,Running Scared,0,1986,,107
tt0091877,movie,Ruthless People,Ruthless People,0,1986,,93
tt0091886,movie,Salvador,Salvador,0,1986,,122
tt0091902,movie,White Slave,Schiave bianche - Violenza in Amazzonia,0,1985,,90
tt0091911,movie,Scuola di ladri,Scuola di ladri,0,1986,,96
tt0091925,movie,7 chili in 7 giorni,7 chili in 7 giorni,0,1986,,105
tt0091934,movie,Shanghai Surprise,Shanghai Surprise,0,1986,,97
tt0091939,movie,She's Gotta Have It,She's Gotta Have It,0,1986,,84
tt0091943,movie,Sherman's March,Sherman's March,0,1985,,157
tt0091949,movie,Short Circuit,Short Circuit,0,1986,,98
tt0091954,movie,Sid and Nancy,Sid and Nancy,0,1986,,112
tt0091969,movie,Slaughter High,Slaughter High,0,1986,,90
tt0091981,movie,Solarbabies,Solarbabies,0,1986,,94
tt0091982,movie,The Loner,Le solitaire,0,1987,,100
tt0091983,movie,Something Wild,Something Wild,0,1986,,114
tt0091990,movie,Sorority House Massacre,Sorority House Massacre,0,1986,,74
tt0091991,movie,Soul Man,Soul Man,0,1986,,104
tt0091993,movie,SpaceCamp,SpaceCamp,0,1986,,107
tt0092005,movie,Stand by Me,Stand by Me,0,1986,,89
tt0092006,movie,Star Crystal,Star Crystal,0,1986,,91
tt0092007,movie,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,0,1986,,119
tt0092015,movie,The King of Kungsan,Stockholmsnatt,0,1987,,50
tt0092035,movie,Sweet Liberty,Sweet Liberty,0,1986,,106
tt0092042,movie,Tai-Pan,Tai-Pan,0,1986,,127
tt0092048,movie,Tampopo,Tampopo,0,1985,,114
tt0092067,movie,Castle in the Sky,Tenkû no shiro Rapyuta,0,1986,,125
tt0092068,movie,Ménage,Tenue de soirée,0,1986,,84
tt0092074,movie,TerrorVision,TerrorVision,0,1986,,85
tt0092076,movie,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,0,1986,,101
tt0092079,movie,That's Life!,That's Life!,0,1986,,102
tt0092085,movie,Thrashin',Thrashin',0,1986,,93
tt0092086,movie,Three Amigos!,Three Amigos!,0,1986,,104
tt0092099,movie,Top Gun,Top Gun,0,1986,,110
tt0092105,movie,Tough Guys,Tough Guys,0,1986,,104
tt0092106,movie,The Transformers: The Movie,The Transformers: The Movie,0,1986,,84
tt0092112,movie,Trick or Treat,Trick or Treat,0,1986,,98
tt0092115,movie,Troll,Troll,0,1986,,82
tt0092116,movie,Troppo forte,Troppo forte,0,1986,,110
tt0092117,movie,True Stories,True Stories,0,1986,,89
tt0092133,movie,Under the Cherry Moon,Under the Cherry Moon,0,1986,,100
tt0092144,movie,Uuno Turhapuro muuttaa maalle,Uuno Turhapuro muuttaa maalle,0,1986,,105
tt0092147,movie,Vamp,Vamp,0,1986,,93
tt0092149,movie,Shadows in Paradise,Varjoja paratiisissa,0,1986,,74
tt0092173,movie,Violets Are Blue...,Violets Are Blue...,0,1986,,88
tt0092206,movie,The Whistle Blower,The Whistle Blower,0,1986,,100
tt0092214,movie,Wildcats,Wildcats,0,1986,,106
tt0092225,movie,Wisdom,Wisdom,0,1986,,109
tt0092226,movie,Wise Guys,Wise Guys,0,1986,,100
tt0092238,movie,Working Girls,Working Girls,0,1986,,93
tt0092240,movie,The Wraith,The Wraith,0,1986,,93
tt0092263,movie,A Better Tomorrow,Ying hung boon sik,0,1986,,95
tt0092264,movie,Heroes Shed No Tears,Ying xiong wu lei,0,1984,,93
tt0092272,movie,Youngblood,Youngblood,0,1986,,110
tt0092273,movie,The Seventh Curse,Yuen Chun Hap yu Wai See Lee,0,1986,,78
tt0092288,movie,The Zero Boys,The Zero Boys,0,1986,,89
tt0092297,movie,Zombie Nightmare,Zombie Nightmare,0,1987,,89
tt0092298,movie,Zone Troopers,Zone Troopers,0,1985,,86
tt0092493,movie,Crocodile Dundee II,Crocodile Dundee II,0,1988,,108
tt0092494,movie,*batteries not included,*batteries not included,0,1987,,106
tt0092501,movie,Project A 2,'A' gai wak 2,0,1987,,106
tt0092513,movie,Adventures in Babysitting,Adventures in Babysitting,0,1987,,102
tt0092516,movie,Aenigma,Aenigma,0,1987,,90
tt0092530,movie,Alien Predator,Alien Predator,0,1986,,90
